"GM_CODE","GM_NAAM","POSTCODE","DEK_PERC","OAD","STED","AANT_INW","AANT_MAN","AANT_VROUW","P_00_14_JR","P_15_24_JR","P_25_44_JR","P_45_64_JR","P_65_EO_JR","P_ONGEHUWD","P_GEHUWD","P_GESCHEID","P_VERWEDUW","BEV_DICHTH","AANTAL_HH","P_EENP_HH","P_HH_Z_K","P_HH_M_K","GEM_HH_GR","P_WEST_AL","P_N_W_AL","P_MAROKKO","P_ANT_ARU","P_SURINAM","P_TURKIJE","P_OVER_NW","WONINGEN","P_WONT2000","P_WONV2000","WOZ","P_KOOPWON","P_HUURWON","P_HUURCORP","P_HUUROVVH","P_HUKO_ONB","P_GAS_TOT","P_GAS_APP","P_GAS_TUS","P_GAS_HOEK","P_GAS_21K","P_GAS_VRY","P_GAS_ONB","P_STADVERW","P_ELEK_TOT","P_ELEK_APP","P_ELEK_TUS","P_ELEK_HOE","P_ELEK_21K","P_ELEK_VRY","P_ELEK_ONB","WWB_UITTOT","P_WWB_UIT","WWB_UITMUT","AGRA_BEDR","AGRA_MUT","P_GEWASSEN","P_VEETEELT","P_COMBI","AUTO_TOT","AUTO_HH","AUTO_LAND","BEDR_AUTO","MOTOR_2W","AF_ARTSPR","AV3_ARTSPR","AF_ZIEK_E","AV20ZIEK_E","AF_OPRITH","AF_KDV","AV3_KDV","AF_ONDVMB","AV5_ONDVMB","AF_ONDHV","AV5_ONDHV","AF_SUPERM","AV3_SUPERM","AF_RESTAU","AV3_RESTAU","AF_ZWEMB","AF_BIOS","AV10BIOS","AF_TREINST","OPP_TOT","OPP_LAND","OPP_WATER"
"GM0748","Bergen op Zoom",-99999999,-99999999,1618,2,65845,32515,33330,16,12,26,30,16,41,45,8,6,822,29125,33,33,34,2.2,9,13,5,0,1,5,3,28985,92,8,213,54,46,33,12,0,1850,1200,1750,2000,2350,3050,2450,0,3350,2400,3350,3450,3900,4900,3850,1150,47,25,115,-5,56,43,2,29420,1,367,3295,2255,0.7,9.7,3.5,2,1.9,0.9,5.1,1.8,5,2,3.6,0.9,8.4,0.7,35.1,3.2,2.6,1,2.7,9313,8009,1304
"GM0753","Best",-99999999,-99999999,1311,3,28955,14455,14500,20,11,26,29,14,43,47,6,4,844,11645,25,32,43,2.5,8,6,0,0,1,2,2,11630,86,14,309,72,27,20,7,1,2050,1200,1850,2150,2500,3250,2450,0,4000,2350,3900,4150,4700,5500,4400,330,31,12,90,4,23,69,8,13730,1.2,400,1630,1180,0.8,9.2,9.3,4.7,1.6,0.9,5.6,1.6,1,1.6,1.1,0.8,5.5,0.9,11.6,6.8,1.6,1.2,1.7,3512,3430,82
"GM0755","Boekel",-99999999,-99999999,448,5,9770,4970,4805,21,12,24,29,14,45,46,4,5,283,3525,22,32,46,2.7,4,1,0,0,0,0,1,3375,91,9,314,74,26,16,10,0,2450,1400,1800,2050,2400,2950,-99999997,0,4150,2500,3400,3600,4300,4700,-99999997,50,13,-99999997,210,-4,29,64,7,4600,1.3,133,1170,720,1.7,0.9,12.2,2.2,1.3,1.1,1.7,6.3,0.1,6.2,0.1,1.7,1.6,0.9,3.3,7.4,9.4,0.7,18.1,3452,3451,1
"GM0756","Boxmeer",-99999999,-99999999,594,4,28575,14315,14260,18,11,23,32,16,43,47,5,5,256,11425,26,34,40,2.4,7,3,0,0,0,1,2,11300,92,8,294,70,30,25,6,0,2250,1150,1700,1850,2300,3000,2300,0,3900,2300,3350,3500,4000,4800,4150,200,19,14,300,0,40,52,8,13695,1.2,123,2225,1365,1.1,3,4.1,2,2.2,1.5,1.5,3.4,1.3,3.4,1.3,1.2,2.9,1,5.3,3.1,13.7,0.2,2.7,11395,11153,242
"GM0757","Boxtel",-99999999,-99999999,1091,3,30275,15025,15250,18,12,25,30,16,44,45,6,5,475,12620,30,33,37,2.3,6,7,2,1,1,1,3,12370,89,11,285,62,38,30,7,0,2050,1150,1850,2100,2450,3250,3200,0,3600,2200,3450,3650,4200,4950,5200,300,27,25,140,-1,23,72,5,13770,1.1,216,2180,1290,1,4.2,13.2,5.3,1.7,0.7,5,2.3,0.9,2,1,0.9,4.9,0.8,20.4,8.4,9.4,0.9,2.3,6477,6368,109
"GM0758","Breda",-99999999,-99999999,1895,2,173300,84445,88850,17,13,28,26,16,50,38,7,5,1368,81640,41,28,30,2.1,11,11,3,1,1,2,4,76275,90,10,257,54,46,32,13,0,1650,1100,1500,1850,2500,3450,2400,16,3300,2350,3450,3650,4050,5000,3750,3320,45,7,245,-1,55,40,5,140070,1.7,1106,17815,5315,0.8,8.8,3.2,3.1,2.5,0.7,14.4,1.4,6.8,1.8,5.3,0.7,10.3,0.6,56.2,8.1,3.2,3,2.9,12915,12663,252
"GM0762","Deurne",-99999999,-99999999,820,4,31525,15825,15700,17,13,24,31,16,43,47,5,5,269,12515,26,34,40,2.5,5,3,1,0,0,0,1,12770,89,11,312,62,37,26,11,0,2250,1150,1750,1950,2400,3200,2850,0,4000,2550,3500,3600,4150,5050,2900,290,26,9,445,-2,29,64,8,15070,1.2,129,3135,1440,1.3,5.1,12.9,2.2,2,1.6,2.5,3.1,1.6,3.7,1.6,1.1,6.5,1,12.8,3.1,11.6,0.1,3.3,11837,11708,129
"GM0765","Pekela",-99999999,-99999999,523,4,13055,6550,6505,17,11,26,29,17,41,46,7,7,266,5745,31,34,36,2.2,6,4,0,0,0,0,3,5485,95,5,147,63,35,27,8,2,2500,1400,2100,2400,2400,2950,3200,0,3400,2100,2900,2950,3450,4100,-99999997,320,58,15,50,0,63,25,12,6320,1.1,129,895,675,1.1,2.3,7.3,2,1.2,5.5,0,2.4,1,6.7,0.1,1.2,1.6,1.1,3.5,2.6,14.5,0.1,7.1,5020,4910,110
"GM0766","Dongen",-99999999,-99999999,1126,3,25060,12435,12625,18,11,25,30,16,42,47,6,6,855,10265,27,34,39,2.4,6,5,0,0,0,3,1,10325,90,10,259,66,34,24,9,0,2050,1150,1700,2000,2400,3200,3050,0,3750,2500,3500,3650,4050,4750,6150,190,21,11,120,-2,47,48,5,12010,1.2,410,1400,1135,1,2.9,6.8,6,1.9,1.5,2.6,1.6,1,1.6,1,0.9,5.3,0.9,5.8,6.5,13.7,0,7.4,2972,2932,40
"GM0770","Eersel",-99999999,-99999999,496,5,18155,9255,8900,17,12,22,31,18,42,48,5,5,220,7230,26,35,39,2.5,5,2,0,0,0,0,1,7195,89,11,356,74,25,18,7,1,2450,1000,1850,1950,2500,3350,1350,0,4000,2450,3500,3500,4150,4750,3400,70,10,-13,220,-1,27,65,8,9415,1.3,114,1885,1010,1.6,2.8,9.8,3.2,2.6,1.6,1.4,3,0.9,3,0.9,1.5,2.7,1,7.7,3.4,10.5,0.3,15,8328,8241,87
"GM0772","Eindhoven",-99999999,-99999999,2182,2,213810,108495,105315,15,13,31,25,16,50,36,8,5,2438,107145,46,27,27,2,12,16,3,1,2,5,6,96970,89,11,243,45,55,43,12,0,1750,1250,1750,2100,2650,3200,1400,0,3100,2200,3300,3500,4050,5250,3200,5240,56,10,30,0,48,48,3,92915,0.9,1060,10670,6665,0.7,14.1,3,5.2,2.5,0.6,15.3,1.5,7.3,1.8,6,0.7,15.5,0.6,66.5,3.5,3.3,3.2,3.1,8884,8770,114
"GM0777","Etten-Leur",-99999999,-99999999,1537,2,41525,20545,20980,18,11,28,29,15,43,46,7,5,750,17470,28,33,38,2.4,8,8,2,1,1,2,3,17245,83,17,253,65,35,28,7,0,1950,1050,1750,2050,2400,3150,2750,0,3600,2350,3450,3500,4500,5000,-99999997,450,29,14,175,2,53,42,6,19605,1.1,354,2555,1585,0.9,4.2,9.4,3.4,1.6,0.8,7.7,1.8,2,2,1,0.9,4.8,0.7,23.6,8.3,10.1,0.9,1.9,5588,5535,53
"GM0779","Geertruidenberg",-99999999,-99999999,977,4,21085,10490,10595,17,11,27,30,15,42,47,6,6,792,8830,26,35,39,2.4,6,3,0,0,1,0,1,9110,88,12,240,60,40,34,7,0,1950,950,1650,1950,2400,3350,2550,6,3550,2300,3450,3550,4000,4850,-99999997,220,26,30,45,2,34,59,7,10255,1.2,385,1595,955,1.4,1.9,7,4.3,2,0.9,5,2,1,2,1,0.9,3.4,0.8,14.9,1.4,16.5,0,15.9,2969,2663,306
"GM0784","Gilze en Rijen",-99999999,-99999999,985,4,25975,13225,12750,18,12,26,30,15,42,47,6,5,397,10790,27,34,38,2.4,7,8,0,0,0,3,3,10160,88,12,264,62,37,30,8,0,2050,1050,1700,1950,2250,2950,2850,0,3700,2200,3450,3500,3950,4800,4100,230,23,27,140,-2,24,67,9,12490,1.2,191,1780,1325,0.8,3.4,9.5,5.6,1.4,1.1,2.9,6.8,0,6.9,0,0.9,3.3,0.7,5.7,3.7,10.7,0.3,3.1,6567,6549,17
"GM0785","Goirle",-99999999,-99999999,1100,3,22760,11285,11475,17,11,24,32,16,41,48,6,5,542,9360,25,36,39,2.4,7,3,0,0,0,1,1,9300,90,10,288,69,31,26,4,0,2100,1050,1800,2000,2350,3450,2250,0,3850,2850,3700,3700,3850,4900,-99999997,190,22,15,60,-2,27,69,3,10865,1.2,259,1195,1005,0.7,5.5,4.6,2.9,1.9,0.7,4.8,1.8,4,1.8,3.5,0.9,4.7,1.1,11.3,1.7,3.5,3,5.4,4224,4198,26
"GM0786","Grave",-99999999,-99999999,580,4,12915,6640,6275,18,12,26,30,14,46,44,6,5,475,5545,32,31,36,2.3,8,7,0,0,0,0,6,4960,94,6,252,63,36,22,14,0,2100,1250,1850,2000,2300,3150,2200,0,3750,2400,3450,3550,4150,5150,-99999997,110,21,11,80,-2,29,65,6,6220,1.1,229,675,625,1.6,1.8,14,3,0.7,0.8,5.1,1.5,1,1.5,1,0.8,3.8,1.2,12.2,1.4,8.4,0.9,8.9,2804,2721,83
"GM0788","Haaren",-99999999,-99999999,318,5,13625,6970,6655,18,12,22,32,16,43,48,4,5,236,5115,24,34,42,2.6,4,2,0,0,0,0,1,4965,95,5,382,76,23,15,8,1,2650,1250,1950,2050,2450,3400,2650,0,4300,2150,3750,3700,4150,4950,-99999997,50,10,-99999997,230,0,33,61,6,6790,1.3,118,1595,645,1.3,1.1,11,5.8,1.6,0.9,2.1,4.7,0.8,5,0.6,1.1,2,1.3,5.3,5.1,10.7,0.5,4.8,5853,5767,85
"GM0794","Helmond",-99999999,-99999999,1544,2,88290,44255,44040,19,11,30,27,13,45,42,8,5,1663,38205,32,30,38,2.3,11,12,4,1,1,3,3,37870,85,15,236,52,48,39,8,0,1500,950,1300,1500,2150,3300,2150,17,3500,2350,3450,3600,4350,5300,2850,2240,64,18,65,-11,41,56,3,40185,1.1,757,4900,2980,0.8,7,3.2,4.6,2.1,0.8,8.6,1.4,7,2.2,2.6,0.7,7.6,0.7,22.2,3.3,2.9,1,1.9,5456,5311,146
"GM0796","'s-Hertogenbosch",-99999999,-99999999,1931,2,139605,68630,70980,17,12,30,27,14,49,38,8,5,1659,64955,39,29,32,2.1,9,10,3,1,1,2,3,62525,85,15,266,50,50,38,13,0,1800,1250,1800,2050,2450,3350,1600,0,3300,2450,3450,3600,4250,5100,3150,2640,45,11,120,2,31,66,2,75445,1.2,897,9985,4175,0.8,7.8,2.9,4.7,1.8,0.6,11,1.9,6.1,2,3,0.7,9.2,0.7,58.5,3.9,3.6,3,2.4,9126,8414,712
"GM0797","Heusden",-99999999,-99999999,952,4,42995,21580,21415,18,12,25,30,15,42,47,6,5,545,17305,25,34,41,2.5,6,6,1,0,0,3,2,16985,93,7,305,65,34,26,9,1,2150,1150,1850,2100,2450,3150,2500,0,3850,2250,3600,3700,4150,4950,-99999997,400,25,26,190,-6,37,61,2,21080,1.2,267,2890,1925,1.1,2.5,6.5,4.5,1.4,0.9,4.1,3.7,1.3,3.7,0.6,0.9,4,0.9,6.7,3.6,11.1,1.2,10.9,8118,7886,232
"GM0798","Hilvarenbeek",-99999999,-99999999,557,4,14980,7575,7405,19,11,24,31,16,43,48,4,5,158,5880,24,35,41,2.5,5,1,0,0,0,0,1,5930,88,12,341,76,23,15,8,0,2450,1250,1950,2150,2450,3150,2800,0,4100,2800,3500,3650,4000,4950,4350,50,10,-99999997,265,-4,20,70,10,7670,1.3,81,1580,820,1.5,1.5,8,2,1.2,1.7,0.8,9.3,0,9.3,0,1.2,2.2,0.7,8.3,2.5,9.8,1.6,11,9648,9492,156
"GM0808","Lith",-99999999,-99999999,187,5,6650,3385,3265,19,12,25,31,13,43,49,4,4,131,2450,19,35,47,2.7,4,1,0,0,0,0,1,2480,92,8,343,76,23,17,6,1,2600,1700,2100,2200,2250,3050,2900,0,4400,2900,3900,3850,4050,4950,4550,20,10,-99999997,160,2,23,68,9,3295,1.3,65,695,365,2.6,1.1,9.3,3,1,2.3,1.1,8,0,8.3,0,2.6,0.6,0.9,3.2,8.1,8.4,0.8,8.4,5551,5065,486
"GM0809","Loon op Zand",-99999999,-99999999,956,4,23015,11380,11635,17,12,24,30,17,42,47,6,6,459,9260,25,35,40,2.4,6,3,0,0,0,1,1,9175,92,8,288,63,36,25,11,0,2100,1150,1750,2000,2400,3200,-99999997,0,3850,2300,3500,3700,4150,5050,5300,150,18,21,100,-1,23,72,6,11420,1.2,228,1510,1035,0.9,3.8,5.6,4.7,2,0.8,4.9,2.5,1.9,4.4,1,1,5.5,0.8,11.5,7.3,12.4,0.5,11.1,5072,5017,55
"GM0815","Mill en Sint Hubert",-99999999,-99999999,289,5,11030,5625,5405,18,11,24,31,16,42,49,4,5,211,4330,23,36,41,2.5,4,1,0,0,0,0,1,4320,93,7,305,73,27,22,5,0,2450,1150,1800,1950,2400,3100,2850,0,4150,2200,3500,3450,4350,4950,-99999997,70,18,11,160,-1,29,62,9,5785,1.3,111,1190,715,2,2.2,16.3,2.5,2,2.2,1.2,2.3,1,9,0,1.3,2.7,1.5,2.8,2.5,12.4,0,10.7,5308,5219,89
"GM0820","Nuenen, Gerwen en Nederwetten",-99999999,-99999999,987,4,22215,11080,11135,17,11,20,34,18,39,50,6,5,656,9235,25,37,38,2.4,9,2,0,0,0,0,2,9230,97,3,362,73,26,14,12,0,2450,1550,2100,2350,2700,3450,1500,0,4000,2250,3700,3900,4350,5050,3050,240,27,14,85,-1,26,67,7,11845,1.3,350,1310,965,1.1,4.6,5.8,5.2,1.8,1,5.3,1.6,3.2,4.3,2.8,1.2,4.7,1,16,1.4,6.9,2.9,6.2,3411,3388,22
"GM0823","Oirschot",-99999999,-99999999,576,4,17750,9040,8710,18,12,23,31,16,43,47,4,5,174,6955,25,33,41,2.5,4,2,0,0,0,0,1,6650,92,8,363,76,24,14,10,0,2350,1200,1900,2050,2400,3150,1700,0,4150,2250,3750,3800,4350,5100,-99999997,60,10,2,275,-1,22,71,7,11825,1.7,116,2295,930,1.4,2.3,14.7,3.8,1.9,1.2,3.3,3.7,0.7,3.7,0.7,1.5,2,1,8.9,3.6,8.3,0.7,8.7,10285,10181,104
"GM0824","Oisterwijk",-99999999,-99999999,939,4,25825,12735,13090,17,12,23,30,19,42,46,6,6,404,10805,30,33,37,2.4,6,4,1,0,0,0,3,10505,90,10,385,66,33,22,11,0,2300,1400,1800,2000,2450,3700,-99999997,0,3850,2550,3600,3600,4050,4950,-99999997,180,19,34,140,-3,26,67,7,12505,1.2,196,1525,1100,1.3,4.5,9.2,5,1.6,1.5,4.8,2.1,1.5,2.1,1,0.7,5,0.7,21.6,2.1,7.8,2.6,2.4,6511,6391,120
"GM0826","Oosterhout",-99999999,-99999999,1362,3,54135,26620,27515,17,11,25,30,17,41,47,7,6,757,23285,30,34,36,2.3,8,9,2,1,1,3,3,23205,91,9,260,56,44,34,10,0,1900,1200,1700,2050,2550,3400,-99999997,0,3600,2550,3500,3750,4200,5050,-99999997,520,28,-4,165,2,36,58,7,27000,1.2,378,3320,1920,0.9,6.7,2.3,4.9,1.9,0.9,5.9,1.8,2.1,2.4,1.9,0.8,6,0.8,25.4,6,9.3,1.9,8.9,7309,7150,160
"GM0828","Oss",-99999999,-99999999,1385,3,77390,38630,38760,18,12,27,28,15,43,45,7,5,760,32810,31,31,38,2.3,8,9,0,0,1,5,2,32265,90,10,253,62,38,30,7,0,2050,1200,1850,2100,2400,3150,2800,0,3600,2200,3450,3650,4050,4950,4150,940,33,15,250,4,23,71,6,35925,1.1,353,5815,2820,1,6.4,3.5,3.5,1.9,0.9,6.7,1.9,4.6,2.8,2.5,0.9,9.7,0.8,35,3.1,3.1,1,2,10442,10188,255
"GM0840","Rucphen",-99999999,-99999999,649,4,22485,11265,11220,14,11,24,34,17,35,52,6,7,349,9280,23,37,40,2.4,5,2,0,0,0,0,1,9280,92,8,274,66,34,30,4,0,2550,1150,1850,2000,2350,3200,-99999997,0,4050,2400,3450,3450,4000,4700,4000,230,25,11,215,0,45,49,6,11775,1.3,183,2170,1055,1.1,2.6,11.2,2.9,1.6,2,1.3,2.8,1.1,6,0.2,0.8,3.7,0.9,4.4,2.8,9.2,0.5,6.2,6449,6442,6
"GM0844","Schijndel",-99999999,-99999999,931,4,22990,11475,11515,18,12,25,31,15,43,47,6,5,554,9160,25,34,42,2.5,5,3,0,0,0,0,2,9030,93,7,280,68,32,25,7,1,2100,1100,1650,1900,2300,3150,-99999997,0,3900,2450,3550,3700,4250,5000,-99999997,160,18,22,130,-5,20,76,5,11400,1.2,275,2275,1015,0.8,5,8.6,5,1,0.7,5.7,1.8,1,1.8,1.2,0.8,5.2,0.7,13.4,7.1,1.5,1,10.6,4165,4154,12
"GM0845","Sint-Michielsgestel",-99999999,-99999999,556,4,28140,14105,14035,19,11,23,30,17,42,48,5,6,477,11035,24,34,41,2.5,5,2,0,0,0,0,1,11095,90,10,346,75,24,17,7,1,2450,1200,1900,2100,2500,3350,2700,0,4000,2250,3500,3600,4250,4850,5850,150,15,20,220,1,28,69,3,14040,1.3,238,2400,1305,0.9,2,7.8,4.5,1.7,1.1,2.4,3.8,1,3.2,1.5,1.2,2.3,1.1,5,6.1,6.9,3.7,6,5989,5896,94
"GM0846","Sint-Oedenrode",-99999999,-99999999,645,4,17680,8810,8870,18,12,24,30,16,42,48,5,5,275,7165,26,36,38,2.4,5,2,0,0,0,0,2,7060,87,13,342,73,26,19,7,1,2200,1150,1800,2100,2550,3200,1800,0,3900,2550,3550,3700,4500,5050,2850,80,13,12,270,-2,20,75,5,9165,1.3,142,1690,875,1.6,3.8,10.2,5.1,2.1,1.1,4.8,2.3,1,7.1,0,1.2,3.3,1.2,10.4,2.1,6.7,1.4,9.7,6495,6441,54
"GM0847","Someren",-99999999,-99999999,654,4,18230,9255,8975,18,13,23,30,16,43,47,4,5,227,7105,25,32,42,2.5,4,2,0,0,0,0,1,7030,91,9,303,67,33,21,12,0,2300,1200,1850,1950,2450,3050,2100,0,4100,2400,3650,3700,4350,5100,3200,150,21,10,300,0,27,68,5,8775,1.2,109,2075,795,1.1,2.2,12.5,3.1,1.9,1.9,1.4,2.4,0.9,4.2,0.7,1.1,1.6,1,4.9,10.6,12,0.1,11.1,8143,8024,119
"GM0848","Son en Breugel",-99999999,-99999999,596,4,15545,7655,7890,20,10,24,27,20,41,47,6,6,599,6295,25,35,39,2.4,8,3,0,0,0,0,2,6370,91,9,346,73,27,15,12,0,2450,1250,2100,2300,2650,3850,1650,0,4100,2550,3950,4050,4250,5200,3000,120,20,-1,70,-8,26,71,3,8060,1.3,311,1830,745,1.3,2,8,6,2.4,0.8,3.5,5,0.5,5.1,0.5,0.7,4.6,1.1,10.3,7,8.7,1.5,8.5,2649,2593,56
"GM0851","Steenbergen",-99999999,-99999999,588,4,23225,11680,11545,17,11,25,31,17,40,48,6,6,158,9715,26,37,37,2.4,6,3,0,0,1,0,2,9805,93,7,226,65,35,25,10,0,2200,1450,1850,2050,2300,2850,2900,0,3750,2250,3400,3450,3950,4750,4600,200,21,9,260,-2,71,21,8,11915,1.2,81,1855,1200,1,1.9,14.2,1.8,1.3,1.3,2,4.3,0.5,12,0,1,2.5,0.9,7,4.1,12.9,0.1,12.7,15879,14663,1215
"GM0852","Waterland",-99999999,-99999999,613,4,17055,8530,8530,17,11,21,32,18,42,47,5,5,327,7130,28,33,39,2.4,7,3,0,0,1,0,2,7080,96,4,316,65,34,27,7,1,2200,1300,1900,2300,2400,3050,3150,0,3550,2100,3500,3550,3900,4300,3950,80,12,-2,125,-5,6,93,1,7325,1,141,1065,770,1,1,9.4,5.9,0.8,1.8,1.4,3.1,0.7,7.3,0,1.3,1.4,0.9,8.9,3,10.4,0.6,10.3,11564,5211,6353
"GM0855","Tilburg",-99999999,-99999999,2556,1,204855,101695,103160,16,15,29,25,14,51,36,7,5,1746,98710,43,27,30,2,9,14,3,2,2,4,4,89500,88,12,218,54,46,35,11,0,1350,850,1300,1650,2200,3000,1850,25,3250,2200,3400,3600,4150,5100,-99999997,4980,55,17,140,-3,29,66,5,90925,0.9,775,11320,6430,0.6,15.3,3.6,4.4,2.9,0.7,11.8,1.4,7.5,1.8,4.8,0.7,12.8,0.6,41.5,4.3,3.9,2.9,2.4,11915,11732,183
"GM0856","Uden",-99999999,-99999999,1267,3,40535,20185,20350,18,11,27,29,16,44,44,7,5,604,16930,30,33,38,2.4,8,7,1,0,1,3,2,16900,91,9,283,62,38,29,9,0,1950,1100,1750,1950,2400,3200,2600,0,3700,2500,3550,3700,4350,5050,3900,460,30,16,240,-2,29,65,6,20690,1.2,308,3730,1980,1.1,3.1,9,2,1.4,0.9,6.4,2.2,0.9,2.3,0.9,0.9,7.4,0.9,24.9,1.8,2.1,1,15.5,6759,6711,48
"GM0858","Valkenswaard",-99999999,-99999999,1327,3,30725,15175,15550,15,11,24,31,19,40,47,7,6,559,13655,32,35,33,2.2,10,3,0,0,0,0,2,13770,91,9,283,61,39,30,9,0,2100,1150,1900,2150,2550,3450,2350,0,3600,2350,3500,3700,4100,5150,3250,410,32,13,85,2,30,60,11,15380,1.1,280,2145,1395,0.9,6.5,7.7,3.9,1.1,1,5.1,2.5,1,2.5,1,0.9,7.5,0.8,26.3,2.7,9.9,1.1,11,5644,5501,144
"GM0860","Veghel",-99999999,-99999999,955,4,37305,18720,18580,19,12,26,28,15,44,46,5,5,477,14860,27,32,41,2.5,7,9,2,0,1,4,2,14860,88,12,302,68,31,22,10,0,2100,1150,1750,2000,2450,3050,2700,0,3900,2400,3550,3750,4450,5050,4500,240,20,6,340,0,23,74,3,19080,1.3,244,4535,1860,1.1,5.2,3,3.1,1.4,1.3,5.4,3,0.8,2.9,0.8,1.3,4.2,1.3,12.8,2.8,7.6,1.5,17.3,7892,7815,77
"GM0861","Veldhoven",-99999999,-99999999,1512,2,43245,21550,21695,17,11,25,30,17,42,46,7,5,1363,18320,29,35,37,2.3,9,4,0,0,1,0,3,18710,88,12,292,67,33,26,7,0,2000,1050,1800,2100,2500,3200,1850,0,3700,2350,3550,3850,4350,4900,3250,340,20,16,55,4,44,53,4,20955,1.1,661,2545,1990,0.8,8.5,3.1,4.4,2.7,0.8,8.5,3.1,2.3,3.2,1.3,0.8,8.4,0.8,24,7.1,2.1,3,6.5,3192,3172,19
"GM0865","Vught",-99999999,-99999999,1133,3,25400,12595,12805,18,11,24,30,17,45,42,7,6,758,10750,34,30,37,2.3,9,4,0,0,0,0,3,10570,91,9,370,59,40,29,12,0,2150,1300,1850,2150,2800,3900,1500,0,3600,2400,3400,3600,4200,5200,2800,210,21,17,50,2,16,76,8,11525,1.1,344,1010,720,0.9,4.7,5.4,4.8,1.1,0.6,12,1.3,3,1.6,1.7,0.9,3.6,0.7,18.1,1.5,5.5,3,1.7,3446,3350,96
"GM0866","Waalre",-99999999,-99999999,731,4,16535,8155,8380,19,10,22,29,20,40,48,6,6,737,6935,28,35,37,2.4,10,4,0,0,1,0,3,7140,92,8,367,77,22,16,6,1,2550,1550,2050,2300,2800,3950,-99999997,0,3850,2300,3550,3800,4150,5150,-99999997,140,21,17,30,4,14,82,4,8375,1.2,373,670,640,0.8,4.2,4.6,4.9,1.4,0.7,4.8,3.1,4.1,3.1,2.6,0.8,3.3,0.7,10.6,4.9,5.3,3,6.8,2271,2244,27
"GM0867","Waalwijk",-99999999,-99999999,1149,3,45750,22750,23000,17,11,26,29,16,42,46,7,6,707,19465,29,34,37,2.3,7,7,0,0,1,4,2,19355,91,9,271,56,44,33,11,0,2050,1300,1700,2000,2450,3150,-99999997,0,3550,2350,3300,3500,4100,4750,-99999997,520,30,27,120,-1,31,64,5,23630,1.2,365,4035,1840,0.8,5.2,3.1,5.9,1.5,1.3,4.9,2.1,3.8,2.5,1.8,0.9,7.2,0.7,21.5,3.6,16,0,14.8,6772,6471,301
"GM0870","Werkendam",-99999999,-99999999,603,4,26370,13210,13160,19,12,25,28,15,41,50,4,5,252,10115,23,33,44,2.6,3,2,0,0,0,0,1,10195,91,9,270,64,36,30,6,1,2200,1200,1750,2050,2400,3000,2800,0,3700,2550,3250,3500,3950,4650,3500,150,15,24,145,-5,53,35,11,12245,1.2,117,2380,980,0.8,1.9,10.8,2.7,2.3,1.6,1.3,4.5,0.8,4.7,0.6,0.8,1.8,0.8,4.5,3.4,8.7,1.1,10.5,12173,10472,1701
"GM0873","Woensdrecht",-99999999,-99999999,571,4,21635,10865,10770,16,10,25,31,18,37,51,6,6,236,9070,24,39,37,2.4,16,2,0,0,0,0,1,9060,91,9,249,73,26,20,7,1,2250,1150,1750,2000,2350,3000,-99999997,0,3850,2150,3400,3450,3950,4600,-99999997,220,25,21,115,-4,53,29,18,11345,1.3,124,1530,1165,0.9,2,10.7,1.8,1.3,2.4,0.8,2.7,1.6,10.7,0,0.7,2.9,0.7,6.9,3.7,11.6,0.5,11.2,9199,9168,31
"GM0874","Woudrichem",-99999999,-99999999,320,5,14430,7235,7195,19,12,26,29,15,42,49,5,5,292,5540,23,33,44,2.6,4,1,0,0,0,0,1,5595,92,8,281,62,38,31,6,1,2250,1150,1750,2100,2300,3000,1600,0,3800,2450,3250,3550,3950,4700,3250,70,13,30,125,-3,45,48,7,6955,1.3,141,1455,630,0.9,1.4,13.1,2.3,2.1,2.7,0.5,3.4,1.1,5.7,0.3,0.9,2,0.8,4.4,6.1,4,1,12.5,5165,4941,224
"GM0879","Zundert",-99999999,-99999999,478,5,21025,10710,10315,16,12,24,31,17,41,48,4,6,175,8770,28,36,36,2.4,12,2,1,0,0,0,1,8300,91,9,323,75,23,13,10,1,2450,1100,1950,2000,2450,3150,2300,0,3950,2050,3550,3450,3900,4800,3600,100,13,15,565,-2,66,30,5,10490,1.2,87,1925,860,2.3,1.7,13.2,2.5,1.3,1.7,1.6,3.6,0.6,3.6,0.6,1.4,2.8,1.4,5.5,11.9,14.7,0.1,12.5,12075,12036,39
"GM0880","Wormerland",-99999999,-99999999,1277,3,15860,7925,7935,18,11,24,29,18,43,46,6,5,409,6570,28,33,40,2.4,6,5,0,0,1,1,2,6515,92,8,262,58,42,32,9,1,1950,1300,1700,2000,2300,3000,2350,0,3450,2050,3450,3550,3800,4450,4850,130,21,8,95,0,8,92,0,6935,1.1,179,1025,980,1.1,4.9,6.8,7.2,1.8,1.3,3.3,4.2,1.4,4.5,1.5,1.4,4.9,0.8,15.4,3.8,7.6,2.6,2.5,4514,3874,640
"GM0881","Onderbanken",-99999999,-99999999,448,5,8110,4025,4080,15,11,23,33,18,38,49,6,7,383,3440,26,35,39,2.3,19,2,1,0,0,0,1,3575,96,4,193,69,31,19,12,0,2500,1500,2200,2300,2600,3250,3350,0,4000,2600,3800,3700,3850,4800,4500,120,37,7,40,3,44,44,13,4415,1.3,208,450,435,1,2.7,3.4,4,1.2,1.5,1.5,4.4,1.1,4.2,1.2,1.4,2.4,0.9,6.2,3.4,9.3,1.2,8,2124,2118,6
